iter	Logloss
127	0.3671377833
128	0.3658477966
129	0.3643914252
130	0.3622798894
131	0.3606522242
132	0.3595869581
133	0.3585530141
134	0.357546859
135	0.3561731566
136	0.3552505184
137	0.3537057649
138	0.3524767075
139	0.3502872266
140	0.3489958909
141	0.3479060574
142	0.3470029285
143	0.345904829
144	0.3452486798
145	0.3433577969
146	0.3421221743
147	0.3414043718
148	0.3398826417
149	0.3385803902
150	0.3371605619
151	0.3364968994
152	0.3355285367
153	0.3341651385
154	0.3333491958
155	0.3320063232
156	0.3311824769
157	0.3302383979
158	0.3291500594
159	0.3278959646
160	0.3271303647
161	0.3263835135
162	0.3252466741
163	0.3240637321
164	0.3229755536
165	0.3219095367
166	0.3204150486
167	0.3195816437
168	0.3185189889
169	0.3172963478
170	0.3159757469
171	0.3144227859
172	0.3133510671
173	0.3121021163
174	0.3107476918
175	0.3101661115
176	0.3091279004
177	0.3084971483
178	0.3077198427
179	0.3067821412
180	0.3058043794
181	0.3052120531
182	0.3038458445
183	0.3027933453
184	0.3019799436
185	0.301192803
186	0.3002635374
187	0.2994190605
188	0.298234491
189	0.2976120904
190	0.296971043
191	0.2962939378
192	0.2958159682
193	0.2950543731
194	0.2942861389
195	0.2937310131
196	0.2931644856
197	0.2919062546
198	0.2908214944
199	0.2900553128
200	0.2893287171
201	0.2885996048
202	0.2879061031
203	0.287275425
204	0.2863754797
205	0.2855328627
206	0.2849035852
207	0.2842607429
208	0.2834156077
209	0.2826655877
210	0.282115572
211	0.2812828974
212	0.2808233075
213	0.2800152456
214	0.2793334083
215	0.2785309476
216	0.2774855304
217	0.2767629897
218	0.2755586968
219	0.275157037
220	0.2745347788
221	0.2739916457
222	0.2733558504
223	0.2723675694
224	0.2715727586
225	0.2706213581
226	0.2699419852
227	0.2694356812
228	0.2686141373
229	0.2673251927
230	0.2669872083
231	0.2662781517
232	0.2653700647
233	0.2649597363
234	0.263926094
235	0.2630800764
236	0.2624943025
237	0.2618625624
238	0.2616660569
239	0.2610400639
240	0.2604333794
241	0.2598294626
242	0.259183193
243	0.2582565864
244	0.2574870962
245	0.2569079373
246	0.2565988793
247	0.2558227736
248	0.2553214604
249	0.2548404576
250	0.2544644412
251	0.2538126135
252	0.2532885349
253	0.2523475636
254	0.2516133172
255	0.2503581371
256	0.2492577493
257	0.2487789031
258	0.248064129
259	0.2471595766
260	0.2467693794
261	0.2464197017
262	0.2458262457
263	0.2453332385
264	0.2446786596
265	0.243680309
266	0.2431047035
267	0.2426484835
268	0.2424135219
269	0.2419585799
270	0.2412642979
271	0.2407830218
272	0.2402505625
273	0.2394543054
274	0.23914424
275	0.2386296466
276	0.2379844673
277	0.2376130618
278	0.2371426413
279	0.2365070044
280	0.2360257605
281	0.2352870552
282	0.2345668217
283	0.2336915042
284	0.2331491668
285	0.2326608029
286	0.2318869296
287	0.2313604628
288	0.2307171741
289	0.230032128
290	0.2292308474
291	0.2286435633
292	0.2279177361
293	0.227530688
294	0.226890483
295	0.2262820327
296	0.2256530475
297	0.2253040661
298	0.2246194096
299	0.2241739856
300	0.2236127256
301	0.2231833136
302	0.2227088904
303	0.2222693706
304	0.2215788683
305	0.221167173
306	0.2206991555
307	0.2203369981
308	0.2198739882
309	0.2193416899
310	0.2188828667
311	0.2184844395
312	0.2182017975
313	0.2179849569
314	0.2174990692
315	0.2166767251
316	0.2162823014
317	0.2159154761
318	0.215343897
319	0.2148610422
320	0.214518293
321	0.2138255421
322	0.2134516469
323	0.2130603251
324	0.212564515
325	0.2120421694
326	0.2114124917
327	0.2110869318
328	0.2107755668
329	0.210250797
330	0.2099046706
331	0.2094550262
332	0.2089714103
333	0.2085174126
334	0.2082044332
335	0.2077914391
336	0.2075123051
337	0.2069463057
338	0.2065677387
339	0.2058971751
340	0.2055732232
341	0.2054044227
342	0.205045851
343	0.20476533
344	0.2041952679
345	0.2037913845
346	0.2034586901
347	0.2031859753
348	0.2026494842
349	0.2023302134
350	0.2016643244
351	0.2010045462
352	0.2003619446
353	0.1999946938
354	0.1994764946
355	0.1990636565
356	0.198485166
357	0.1979484843
358	0.1976665267
359	0.1973479889
360	0.1968478899
361	0.196557784
362	0.1963598105
363	0.1961087129
364	0.1958508703
365	0.1953927625
366	0.1950496954
367	0.1946096694
368	0.19424071
369	0.1937446524
370	0.1935006847
371	0.1932081407
372	0.1927623979
373	0.1923664722
374	0.191985033
375	0.1918060888
376	0.1915809456
377	0.1910631824
378	0.1908633568
379	0.1904213479
380	0.1899872733
381	0.1896152732
382	0.189134231
383	0.1888254145
384	0.1886174342
385	0.1882197014
386	0.1880063029
387	0.1877032988
388	0.1871817113
389	0.1868832767
390	0.1864224039
391	0.185755472
392	0.1853411152
393	0.1850272814
394	0.1846170793
395	0.1843728432
396	0.1839480053
397	0.1834684935
398	0.1830574768
399	0.1828102009
400	0.1826740868
401	0.1822403422
402	0.1816972912
403	0.1812897209
404	0.1809211382
405	0.1806181071
406	0.180201591
407	0.1797714183
408	0.1792338642
409	0.178806122
410	0.178199626
411	0.1778101263
412	0.1775290475
413	0.1772376956
414	0.1769444663
415	0.1766639788
416	0.1760358089
417	0.1757078995
418	0.1755147874
419	0.1751234473
420	0.1749173737
421	0.1747105141
422	0.1742181016
423	0.1738289101
424	0.1736167644
425	0.173224442
426	0.1729950633
427	0.1726050691
428	0.1723402072
429	0.1720701585
430	0.1716309558
431	0.1711744679
432	0.1709476865
433	0.1707225305
434	0.1705067253
435	0.1701550688
436	0.1696824569
437	0.1692119649
438	0.1687250075
439	0.1684740661
440	0.1681385453
441	0.1678803075
442	0.1675396947
443	0.1673596553
444	0.1669358988
445	0.1666084496
446	0.1661998396
447	0.1657679433
448	0.1654512165
449	0.1651301784
450	0.164926344
451	0.1646134091
452	0.1644024496
453	0.1640585826
454	0.1635357864
455	0.1632313357
456	0.1628329616
457	0.162475178
458	0.1620620178
459	0.1618098224
460	0.1614698921
461	0.161249446
462	0.1610338409
463	0.1608025797
464	0.1602745445
465	0.1599591801
466	0.1597010279
467	0.1594213371
468	0.1590691612
469	0.158578729
470	0.1582758356
471	0.1581695871
472	0.1579589046
473	0.1578149673
474	0.157525352
475	0.1572390861
476	0.1570693138
477	0.156839294
478	0.1566186169
479	0.156526174
480	0.1563201555
481	0.156030737
482	0.1557115879
483	0.1554286002
484	0.1552600018
485	0.1548010074
486	0.1545222432
487	0.1542349784
488	0.153987568
489	0.15369267
490	0.1533082308
491	0.1527713246
492	0.1524597244
493	0.1523814782
494	0.1521385584
495	0.1518564781
496	0.1516146432
497	0.1513495461
498	0.1512627324
499	0.1511354
500	0.1507740704
501	0.1505406357
502	0.1501666448
503	0.1497689557
504	0.1496033666
505	0.1492557876
506	0.1489535542
507	0.1485712524
508	0.1484049004
509	0.1482105521
510	0.1480288065
511	0.1478972195
512	0.1477827591
513	0.1474331759
514	0.1468822953
515	0.1466035472
516	0.1464095204
517	0.1460557672
518	0.1457174349
519	0.1456438893
520	0.1454186031
521	0.1452000456
522	0.1449818328
523	0.1446700132
524	0.1444464559
525	0.1442309219
526	0.1439716051
527	0.1438204957
528	0.1435881189
529	0.1433900543
530	0.1430762784
531	0.1427524349
532	0.142533371
533	0.1423900439
534	0.142239253
535	0.1419256637
536	0.1416088741
537	0.1413560496
538	0.1410336494
539	0.1407725503
540	0.1405086935
541	0.1403558508
542	0.1402212275
543	0.1398359936
544	0.1395612726
545	0.1393600704
546	0.1391971034
547	0.1389874458
548	0.1386314092
549	0.1383290535
550	0.1381653791
551	0.1378165015
552	0.1374021245
553	0.1371908537
554	0.1369736946
555	0.1367745973
556	0.1366464613
557	0.1364483875
558	0.1363263958
559	0.1361374364
560	0.1359134838
561	0.135635899
562	0.1354019709
563	0.1351330034
564	0.1350181831
565	0.1347758614
566	0.134640732
567	0.1344513882
568	0.1341816288
569	0.1339117204
570	0.1337087112
571	0.1335987433
572	0.1334214681
573	0.1332452109
574	0.133055056
575	0.1329319444
576	0.1324791023
577	0.1322832836
578	0.1320467525
579	0.1318706339
580	0.1316703537
581	0.1314309262
582	0.1312429708
583	0.1310938178
584	0.1308738173
585	0.1308038051
586	0.1305741931
587	0.1303763282
588	0.1302333584
589	0.1299451759
590	0.1298694115
591	0.1295330637
592	0.1293392518
593	0.1290606865
594	0.1289472111
595	0.1287222598
596	0.1284574536
597	0.1282939187
598	0.1281215676
599	0.1279568101
600	0.1278128248
601	0.1276446214
602	0.1274700467
603	0.1272715654
604	0.1270265625
605	0.1267917985
606	0.1266443806
607	0.1265654679
608	0.1263864829
609	0.1261745893
610	0.1259250701
611	0.125643052
612	0.1254600028
613	0.1253012788
614	0.1250685963
615	0.1248717279
616	0.1247768708
617	0.1245417608
618	0.1243866939
619	0.1242211776
620	0.1240230568
621	0.1237252353
622	0.123508283
623	0.1232461276
624	0.1229854204
625	0.1228246756
626	0.1226596292
627	0.1225183864
628	0.1223165428
629	0.1220941841
630	0.1219190488
631	0.1216164722
632	0.1214641042
633	0.1212329117
634	0.1210540636
635	0.1208290033
636	0.1206501233
637	0.1204293221
638	0.1200427687
639	0.1198935454
640	0.1196838845
641	0.1195306266
642	0.1193544997
643	0.1190482142
644	0.1188582084
645	0.1186554548
646	0.1184320344
647	0.118223386
648	0.1180436155
649	0.1176716626
650	0.1174030131
651	0.117118835
652	0.1169468255
653	0.1167885972
654	0.1166703458
655	0.1164773888
656	0.1164038853
657	0.1162394495
658	0.1160179314
659	0.1157797041
660	0.1156188268
661	0.1155664868
662	0.1153410445
663	0.1151798938
664	0.1150248452
665	0.1149595139
666	0.1147201595
667	0.1145301458
668	0.1144069376
669	0.1143164362
670	0.1141194135
671	0.1140737535
672	0.1139080385
673	0.1138115012
674	0.1135936755
675	0.1135144781
676	0.1132933692
677	0.1130434415
678	0.1128460467
679	0.1126594182
680	0.1123438759
681	0.1121617231
682	0.1120441022
683	0.1118766883
684	0.1116363779
685	0.1113733239
686	0.1112387423
687	0.1110259111
688	0.110886502
689	0.1106770472
690	0.1105143067
691	0.1104120047
692	0.1102017043
693	0.11007892
694	0.1099474554
695	0.109765945
696	0.1095008669
697	0.109281124
698	0.1090495109
699	0.1089515646
700	0.1087752624
701	0.1085791907
702	0.1083319797
703	0.108228854
704	0.1080826298
705	0.1078821409
706	0.1076585065
707	0.1074968497
708	0.1072823436
709	0.1071642837
710	0.1071287205
711	0.107006315
712	0.1068274367
713	0.1066887242
714	0.1065179448
715	0.1062884401
716	0.1062356395
717	0.1060527612
718	0.1059828615
719	0.1058243338
720	0.1056509803
721	0.1054915866
722	0.1052655028
723	0.105117536
724	0.1048734197
725	0.1046335292
726	0.1044529278
727	0.1041978747
728	0.1040727404
729	0.1039373401
730	0.1037030717
731	0.1035834815
732	0.1034489328
733	0.103257953
734	0.1030134694
735	0.1028760665
736	0.1027470355
737	0.1025903179
738	0.102432497
739	0.102178651
740	0.1020117075
741	0.101861033
742	0.1016678298
743	0.1014835898
744	0.101301148
745	0.1011445316
746	0.1009847223
747	0.1008276837
748	0.100640441
749	0.1004361412
750	0.1003461959
751	0.1001771576
752	0.09990497657
753	0.09976656654
754	0.0995941698
755	0.09951681188
756	0.09939831809
757	0.09932812031
758	0.09917709449
759	0.0990185881
760	0.09888874471
761	0.09868518023
762	0.09849647054
763	0.0983425518
764	0.0982448101
765	0.09815015594
766	0.09793908212
767	0.09771904018
768	0.097556443
769	0.09736246032
770	0.09728864199
771	0.09711966123
772	0.09695937101
773	0.09678467982
774	0.0965774085
775	0.09636857027
776	0.09618972159
777	0.09602906215
778	0.09582727228
779	0.09572591715
780	0.0956086465
781	0.09544869042
782	0.09527100764
783	0.09518271465
784	0.09497473707
785	0.094849738
786	0.09476674917
787	0.09461837582
788	0.09440521713
789	0.09429036795
790	0.09414309187
791	0.09402864712
792	0.09379906859
793	0.09367379559
794	0.09352486748
795	0.09336825944
796	0.09330355243
797	0.09315483231
798	0.09306833677
799	0.09292838265
800	0.09280076359
801	0.0926535169
802	0.09259165048
803	0.09246510694
804	0.09238943961
805	0.09231196342
806	0.09220075681
807	0.09207727825
808	0.09194109242
809	0.09185735097
810	0.09165828405
811	0.09155182747
812	0.09143045229
813	0.09130784815
814	0.09119059058
815	0.09100711831
816	0.09084710633
817	0.09072476869
818	0.09054812247
819	0.09042458034
820	0.09037658424
821	0.09025119384
822	0.09017831285
823	0.09002316998
824	0.08997006412
825	0.08985896838
826	0.08972587822
827	0.08964206446
828	0.08947745255
829	0.08936710335
830	0.08926488838
831	0.08918503319
832	0.0890346862
833	0.08892076271
834	0.08876226481
835	0.08865407595
836	0.08855213419
837	0.08846571837
838	0.08837524808
839	0.08820145967
840	0.0880502936
841	0.08793056865
842	0.08782274237
843	0.08766721943
844	0.08757196561
845	0.0874547829
846	0.08740369566
847	0.08726789974
848	0.08712056789
849	0.08692103518
850	0.08681787592
851	0.08668377747
852	0.086585244
853	0.08650884566
854	0.08639433895
855	0.08631571814
856	0.08617981867
857	0.08611523752
858	0.08602489479
859	0.08589023644
860	0.08577652622
861	0.08564849651
862	0.08553791419
863	0.08535897335
864	0.08530533495
865	0.08524620775
866	0.08510895317
867	0.08499503556
868	0.08485607341
869	0.08475482673
870	0.08463757071
871	0.08449665315
872	0.0843453618
873	0.08421796179
874	0.0841013687
875	0.0839556058
876	0.08388263142
877	0.08373206074
878	0.08362485163
879	0.08350060983
880	0.08332757155
881	0.083235707
882	0.08309557274
883	0.08293590684
884	0.08284368588
885	0.08270916452
886	0.08261763448
887	0.08253219931
888	0.08239254057
889	0.08232946504
890	0.08225333802
891	0.08210015049
892	0.08197621158
893	0.08187368399
894	0.08179518461
895	0.08166966838
896	0.08157224687
897	0.08150303987
898	0.08142341798
899	0.08131989469
900	0.08119820721
901	0.08105031784
902	0.08095569636
903	0.08091741837
904	0.0808228512
905	0.08067241281
906	0.08051725545
907	0.08037184486
908	0.08026795501
909	0.08016090655
910	0.08008332317
911	0.07993653053
912	0.07979660017
913	0.07971855554
914	0.07961645526
915	0.07952862442
916	0.07945782796
917	0.07931124393
918	0.07918527415
919	0.07908364141
920	0.07898215052
921	0.07887069406
922	0.07876826241
923	0.07865468532
924	0.07853121465
925	0.0784507469
926	0.07832627918
927	0.07827842005
928	0.07818735999
929	0.07814863695
930	0.07797566573
931	0.0777987506
932	0.0777264681
933	0.07759632371
934	0.07752473062
935	0.07742294848
936	0.07729203348
937	0.07722194112
938	0.07717634165
939	0.07706246564
940	0.07696654029
941	0.07684961105
942	0.07666986847
943	0.07656270307
944	0.07645720762
945	0.07631881574
946	0.07617653682
947	0.07610587943
948	0.07598129122
949	0.07577053113
950	0.07568302982
951	0.07558165902
952	0.07553359263
953	0.07541471498
954	0.07533277308
955	0.07523138159
956	0.07509342448
957	0.07504512816
958	0.074869345
959	0.07476303363
960	0.07470606579
961	0.07454306648
962	0.0744286295
963	0.07432908735
964	0.07424474327
965	0.07415355319
966	0.07400262903
967	0.07390907827
968	0.07383184915
969	0.07372832941
970	0.07361360657
971	0.0734751487
972	0.07338523588
973	0.07329754595
974	0.07319425783
975	0.07308530291
976	0.07299865161
977	0.07294680235
978	0.07283299116
979	0.07274730606
980	0.07268211945
981	0.07259149695
982	0.07249400719
983	0.07238691357
984	0.07229384414
985	0.07221409613
986	0.07211233264
987	0.07200942574
988	0.07180383751
989	0.0717053526
990	0.07159993811
991	0.07146601056
992	0.07136722127
993	0.07127489335
994	0.07117089413
995	0.07107122648
996	0.07097760849
997	0.0708727995
998	0.0707635788
999	0.0706558633
